epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,1065.68,0.918,0.6876,1.14208,0.675,0.49023,0.49627,0.24721,2.42569,2.58816,2.7748,0.000323479,0.000323479,0.000323479
181,1071.71,0.86871,0.70162,1.14829,0.60611,0.47186,0.4745,0.23274,2.41503,2.62509,2.83551,0.000319079,0.000319079,0.000319079
182,1077.4,0.85394,0.67117,1.15098,0.59151,0.45134,0.47756,0.24283,2.40424,2.57991,2.80726,0.00031468,0.00031468,0.00031468
183,1083.62,0.83131,0.63099,1.10955,0.59313,0.48844,0.48146,0.23512,2.44372,2.4932,2.8586,0.00031028,0.00031028,0.00031028
184,1089.13,0.86311,0.67521,1.1376,0.65353,0.43844,0.45487,0.22337,2.43992,2.42278,2.91413,0.000305881,0.000305881,0.000305881
185,1095.4,0.87161,0.66099,1.12403,0.62175,0.51287,0.49556,0.22366,2.40662,2.48835,2.85781,0.000301481,0.000301481,0.000301481
186,1101.27,0.83921,0.64961,1.14254,0.67114,0.48198,0.5032,0.24815,2.35009,2.72554,2.80471,0.000297081,0.000297081,0.000297081
187,1107.39,0.84216,0.63524,1.1326,0.66234,0.48658,0.49124,0.24351,2.4714,2.60572,2.93105,0.000292682,0.000292682,0.000292682
188,1113.38,0.83248,0.63867,1.11153,0.61875,0.50264,0.48408,0.2241,2.56583,2.53979,2.94817,0.000288282,0.000288282,0.000288282
189,1118.81,0.80471,0.61457,1.09762,0.60292,0.45038,0.464,0.223,2.57912,2.52251,3.00099,0.000283883,0.000283883,0.000283883
190,1125.05,0.8074,0.62161,1.10895,0.54651,0.51372,0.47081,0.2402,2.51594,2.48051,2.98587,0.000279483,0.000279483,0.000279483
191,1130.34,0.79272,0.58267,1.08598,0.72075,0.51616,0.5017,0.2647,2.35907,2.48077,2.81519,0.000275084,0.000275084,0.000275084
192,1136.57,0.82268,0.61257,1.15495,0.66672,0.51056,0.50268,0.28271,2.29129,2.5858,2.70586,0.000270684,0.000270684,0.000270684
193,1142.15,0.81795,0.60284,1.09481,0.67888,0.51412,0.50266,0.26419,2.33657,2.64728,2.755,0.000266284,0.000266284,0.000266284
194,1148.47,0.79183,0.62203,1.09818,0.6705,0.4559,0.48237,0.24287,2.36697,2.43959,2.80416,0.000261885,0.000261885,0.000261885
195,1154.19,0.90428,0.75226,1.17876,0.67352,0.4559,0.47252,0.2603,2.38867,2.40076,2.83254,0.000257485,0.000257485,0.000257485
196,1161.53,0.86531,0.63179,1.15455,0.68116,0.51056,0.46907,0.24649,2.39212,2.35993,2.80813,0.000253086,0.000253086,0.000253086
197,1167.1,0.80821,0.61112,1.09539,0.69774,0.50476,0.48904,0.25404,2.34577,2.41393,2.84019,0.000248686,0.000248686,0.000248686
198,1173.28,0.79572,0.56965,1.09356,0.72974,0.50927,0.48706,0.25362,2.38037,2.52194,2.89264,0.000244287,0.000244287,0.000244287
199,1178.9,0.76299,0.65802,1.08502,0.63223,0.50853,0.46909,0.24869,2.3805,2.57241,2.84095,0.000239887,0.000239887,0.000239887
200,1185.04,0.8174,0.59386,1.07519,0.76586,0.47506,0.47731,0.24422,2.37266,2.53221,2.81871,0.000235488,0.000235488,0.000235488
201,1190.73,0.77811,0.56346,1.08995,0.74841,0.48782,0.47492,0.23189,2.42397,2.47677,2.81983,0.000231088,0.000231088,0.000231088
202,1196.26,0.80317,0.60064,1.11145,0.69994,0.49316,0.48523,0.23723,2.48189,2.37337,2.86626,0.000226688,0.000226688,0.000226688
203,1202.67,0.80538,0.59213,1.09732,0.67982,0.5,0.48548,0.25377,2.4224,2.51808,2.7953,0.000222289,0.000222289,0.000222289
204,1208.07,0.78935,0.57546,1.08067,0.72895,0.48231,0.48016,0.25042,2.40134,2.63526,2.82515,0.000217889,0.000217889,0.000217889
205,1214.32,0.76503,0.57675,1.07319,0.71766,0.47755,0.47838,0.2554,2.39195,2.67269,2.83219,0.00021349,0.00021349,0.00021349
206,1219.97,0.80293,0.65067,1.08235,0.71542,0.47641,0.47799,0.25147,2.34381,2.72893,2.78224,0.00020909,0.00020909,0.00020909
207,1226.26,0.74462,0.56598,1.07126,0.65952,0.49468,0.47577,0.26666,2.33273,2.73654,2.76859,0.000204691,0.000204691,0.000204691
208,1232.01,0.769,0.58425,1.08362,0.6634,0.49406,0.47713,0.27033,2.30164,2.66434,2.78267,0.000200291,0.000200291,0.000200291
209,1238.17,0.75043,0.54421,1.0544,0.73638,0.48276,0.48917,0.2716,2.28975,2.67857,2.75807,0.000195892,0.000195892,0.000195892
210,1243.89,0.76574,0.59746,1.08064,0.74432,0.47909,0.4931,0.28966,2.30704,2.66383,2.73025,0.000191492,0.000191492,0.000191492
211,1249.84,0.77573,0.57411,1.08546,0.67829,0.47088,0.49207,0.28129,2.28951,2.6338,2.63837,0.000187092,0.000187092,0.000187092
212,1255.51,0.72566,0.54875,1.04972,0.72927,0.48126,0.50439,0.26905,2.34426,2.67083,2.70519,0.000182693,0.000182693,0.000182693
213,1261.28,0.746,0.54417,1.06548,0.72304,0.47156,0.49052,0.26064,2.30108,2.73161,2.72767,0.000178293,0.000178293,0.000178293
214,1267.49,0.76073,0.56136,1.05865,0.74131,0.47001,0.4841,0.25453,2.34221,2.74073,2.79053,0.000173894,0.000173894,0.000173894
215,1272.89,0.74965,0.54225,1.09128,0.74196,0.47531,0.48456,0.24942,2.29795,2.76822,2.70985,0.000169494,0.000169494,0.000169494
216,1279.07,0.72456,0.57333,1.05296,0.70084,0.47733,0.49026,0.25883,2.32266,2.70771,2.77429,0.000165095,0.000165095,0.000165095
217,1284.47,0.77773,0.57734,1.09133,0.70067,0.49211,0.50363,0.29444,2.27132,2.72986,2.69207,0.000160695,0.000160695,0.000160695
218,1290.73,0.73193,0.56795,1.0529,0.73353,0.44612,0.48623,0.2711,2.31814,2.70821,2.74014,0.000156295,0.000156295,0.000156295
219,1296.31,0.76776,0.56696,1.08506,0.76254,0.49145,0.51708,0.29343,2.32931,2.7896,2.73459,0.000151896,0.000151896,0.000151896
220,1302.47,0.71864,0.54365,1.04225,0.75322,0.49385,0.52561,0.2984,2.30347,2.80198,2.68657,0.000147496,0.000147496,0.000147496
221,1308.42,0.70985,0.51493,1.04553,0.76604,0.50159,0.51216,0.28788,2.28184,2.73886,2.67433,0.000143097,0.000143097,0.000143097
222,1314.03,0.7391,0.60429,1.10907,0.76138,0.49929,0.51322,0.28511,2.34244,2.7166,2.75945,0.000138697,0.000138697,0.000138697
223,1320.1,0.71918,0.55571,1.05387,0.76972,0.49988,0.51568,0.28723,2.32773,2.73975,2.75703,0.000134298,0.000134298,0.000134298
224,1325.3,0.73508,0.55668,1.07418,0.6724,0.5059,0.49554,0.28318,2.31405,2.67506,2.7554,0.000129898,0.000129898,0.000129898
225,1331.24,0.68911,0.5385,1.03686,0.62907,0.45432,0.46357,0.27609,2.32194,2.72033,2.77252,0.000125499,0.000125499,0.000125499
226,1337.1,0.68641,0.5357,1.04006,0.63712,0.4559,0.47737,0.27046,2.40346,2.6869,2.85819,0.000121099,0.000121099,0.000121099
227,1343.36,0.68417,0.57755,1.05788,0.67078,0.4559,0.47408,0.26831,2.43034,2.72732,2.88924,0.000116699,0.000116699,0.000116699
228,1348.98,0.71141,0.53958,1.03409,0.66941,0.4559,0.47862,0.27688,2.35834,2.76704,2.7764,0.0001123,0.0001123,0.0001123
229,1354.97,0.66713,0.49294,1.02084,0.69476,0.46648,0.48935,0.28138,2.30887,2.68389,2.74663,0.0001079,0.0001079,0.0001079
230,1361.2,0.75842,0.55618,1.05849,0.60735,0.48847,0.47845,0.27231,2.2967,2.66702,2.75594,0.000103501,0.000103501,0.000103501
231,1367.17,0.71023,0.56298,1.06492,0.606,0.48711,0.47963,0.26784,2.31062,2.69956,2.75223,9.91012e-05,9.91012e-05,9.91012e-05
232,1373.26,0.71354,0.56723,1.05749,0.70358,0.44945,0.48061,0.25762,2.31305,2.64902,2.7735,9.47016e-05,9.47016e-05,9.47016e-05
233,1379.02,0.68116,0.49284,1.02534,0.70173,0.44717,0.47964,0.25909,2.30857,2.64781,2.78963,9.03021e-05,9.03021e-05,9.03021e-05
234,1384.91,0.69802,0.52516,1.03736,0.69292,0.44852,0.46321,0.25074,2.32041,2.67354,2.80514,8.59025e-05,8.59025e-05,8.59025e-05
235,1390.34,0.70674,0.52507,1.08625,0.6769,0.44608,0.47839,0.24875,2.36466,2.73222,2.83286,8.1503e-05,8.1503e-05,8.1503e-05
236,1396.65,0.67271,0.53139,1.03665,0.6773,0.44774,0.48439,0.2525,2.34328,2.78637,2.81854,7.71034e-05,7.71034e-05,7.71034e-05
237,1402.16,0.68787,0.54508,1.0262,0.67671,0.44724,0.4797,0.2468,2.31973,2.76246,2.79059,7.27038e-05,7.27038e-05,7.27038e-05
238,1408.26,0.65594,0.48144,1.03237,0.67361,0.443,0.47686,0.24581,2.32332,2.78883,2.78153,6.83043e-05,6.83043e-05,6.83043e-05
239,1413.86,0.66028,0.5153,1.0167,0.6695,0.443,0.45627,0.24402,2.30744,2.79815,2.74966,6.39047e-05,6.39047e-05,6.39047e-05
240,1420.16,0.66674,0.49207,1.02791,0.65747,0.443,0.45872,0.24813,2.30316,2.82389,2.75636,5.95052e-05,5.95052e-05,5.95052e-05
241,1428.19,0.73764,0.51647,1.07906,0.65794,0.43654,0.44789,0.25717,2.33179,2.85715,2.83234,5.51056e-05,5.51056e-05,5.51056e-05
242,1434.55,0.65919,0.44411,0.98412,0.65736,0.42656,0.45197,0.2661,2.34582,2.97436,2.82811,5.0706e-05,5.0706e-05,5.0706e-05
243,1440.04,0.6331,0.46273,1.01692,0.61801,0.44047,0.45312,0.27029,2.34181,2.96739,2.81247,4.63065e-05,4.63065e-05,4.63065e-05
244,1446.17,0.67828,0.47749,1.0286,0.68406,0.42856,0.45931,0.27949,2.35424,2.97417,2.82654,4.19069e-05,4.19069e-05,4.19069e-05
245,1451.74,0.62844,0.43552,0.98136,0.69168,0.42634,0.45578,0.27178,2.35382,2.93263,2.8193,3.75074e-05,3.75074e-05,3.75074e-05
246,1457.31,0.64929,0.47771,1.0361,0.69259,0.4253,0.45532,0.27406,2.34542,2.88788,2.83601,3.31078e-05,3.31078e-05,3.31078e-05
247,1463.12,0.61544,0.4395,0.99298,0.65661,0.43668,0.44737,0.26747,2.35874,2.84473,2.87309,2.87082e-05,2.87082e-05,2.87082e-05
248,1468.49,0.6108,0.50816,0.97773,0.67554,0.43349,0.44663,0.26172,2.36504,2.82654,2.87935,2.43087e-05,2.43087e-05,2.43087e-05
249,1474.44,0.59994,0.40672,0.98749,0.6814,0.43075,0.44749,0.26087,2.35715,2.78064,2.87687,1.99091e-05,1.99091e-05,1.99091e-05
250,1479.72,0.63195,0.46317,0.98138,0.67169,0.43127,0.44593,0.25875,2.36311,2.79071,2.88385,1.55096e-05,1.55096e-05,1.55096e-05
